score,decision,label
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.02,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.02,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.02,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.03,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.02,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.03,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
1.0,BLOCK_MODEL,1
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.02,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.01,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
0.0,APPROVE,0
